№ Образца,Адсорбент,"Tрег, ᵒС","W0, см3/г","E0, кДж/моль","х0, нм","а0, ммоль/г","E, кДж/моль","SБЭТ, м2/г","Ws, см3/г","Sme, м2/г","Wme, см3/г",Металл,Лиганд,Растворитель,"m (соли), г","m(кис-ты), г","Т.син., °С","Т суш., °С","Vсин. (р-ля), мл",Mix_solv_ratio
263,MOF-263(Cu),110,0.29800428,33.78787878787879,0.3551569506726457,8.59,11.15,711.6,0.32800428,11.0,0.0299999999999999,Cu,BTC,ДМФА,4.0079,2.0047,110,110,48.0,1
264,MOF-264(Cu)^^,110,0.31951332,33.48484848484848,0.3583710407239819,9.21,11.05,713.5,0.3395133200000001,4.8,0.0200000000000001,Cu,BTC,ДМФА,4.0034,2.0074,110,110,48.0,1
265,MOF-265(Cu)^^,110,0.3191664,33.09090909090909,0.3626373626373627,9.2,10.92,758.5,0.3391664,9.3,0.0199999999999999,Cu,BTC,ДМФА,4.0074,2.0069,110,130,48.0,1
266,MOF-266(Cu)^^,110,0.30737112,34.39393939393939,0.3488986784140969,8.86,11.35,734.8,0.31737112,4.9,0.01,Cu,BTC,ДМФА,4.0064,2.0035,110,130,48.0,1
267,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0051,2.0006,110,130,40.0,1
268,MOF#268(Cu)^^,110,0.29453508,34.09090909090909,0.352,8.49,11.25,705.1,0.31453508,12.3,0.02,Cu,BTC,ДМФА,1.9695,2.0101,110,110,48.0,1
269,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0016,2.0031,110,110,40.0,1
270,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0044,2.007,110,110,40.0,1
271,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,3.9994,1.9994,110,110,40.0,1
272,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0008,2.0001,110,110,40.0,1
273,MOF-273,110,0.303173388,35.44545454545454,0.3385483457296743,8.739,11.697,723.329,0.3261733880000001,9.679,0.0230000000000001,Cu,BTC,ДМФА,4.0081,1.999,110,120,40.0,1
274,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0018,2.006,110,120,40.0,1
275,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.004,2.0002,110,120,40.0,1
276,MOF-276,110,0.17554152,35.57575757575758,0.3373083475298126,5.06,11.74,420.1,0.2,8.76,0.03,Cu,BTC,ДМФА,0.8591,1.0275,110,120,24.0,1
277,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0039,2.0075,120,120,40.0,1
278,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0034,2.0041,120,120,40.0,1
279,MOF-HKUST-1,110,0.30633036,33.87878787878788,0.3542039355992845,8.83,11.18,732.4,0.32633036,10.9,0.0199999999999999,Cu,BTC,ДМФА,4.0039,2.0013,120,120,40.0,1
280,MOF-280(Cu)^^,120,0.31847256,33.51515151515152,0.3580470162748643,9.18,11.06,755.3,0.31847256,0.6,0.0,Cu,BTC,ДМСО,4.003,2.0014,120,120,40.0,1
281,MOF-281,120,0.33165552,34.33333333333333,0.3495145631067962,9.56,11.33,789.2,0.34165552,4.4,0.01,Cu,BTC,ДМФА,4.0055,2.0083,120,120,40.0,1
282,MOF-282,110,0.3080649600000001,33.81818181818182,0.3548387096774193,8.88,11.16,733.5,0.3280649600000001,12.1,0.02,Cu,BTC,ДМФА,4.006,2.007,120,120,40.0,1
285,MOF-285(Al-BTC),130,0.5578473599999999,15.30606060606061,0.7840031676895663,16.08,5.051,1639.502,1.91984736,561.989,1.362,Al,BTC,ДМФА,1.0705,0.4931,130,120,28.0,1
285,MOF-285Al-BTC,300,0.273095424,16.17575757575758,0.7418508804795804,7.872,5.338,798.428,0.273095424,0.0,0.0,Al,BTC,ДМФА,1.0705,0.4931,130,120,28.0,1
286,MOF-286(Al-BTC-iso),120,0.101925096,15.03030303030303,0.7983870967741936,2.938,4.96,271.966,0.360925096,87.209,0.259,Al,BTC,ДМФА,0.4087,0.4207,120,120,28.0,1
288,MOF-288(Al-BTC),120,0.533979264,14.46363636363636,0.8296668761785042,15.392,4.773,1407.559,1.344979264,400.299,0.811,Al,BTC,ДМФА,1.0717,0.494,120,120,28.0,1
291,MOF-291,110,0.303797844,31.33333333333333,0.3829787234042553,8.757,10.34,728.96,0.330797844,12.909,0.027,Cu,BTC,ДМФА,4.0088,2.0032,110,110,40.0,1
292,MOF-292(Cu),110,0.291551568,32.93030303030303,0.3644059998159566,8.404,10.867,691.771,0.331551568,16.922,0.04,Cu,BTC,ДМФА,4.0051,2.008,110,110,40.0,1
295,MOF-295(Al)^^,130,0.3139626,16.54545454545454,0.7252747252747254,9.05,5.46,902.0,0.9339626,353.0,0.6200000000000001,Al,BTC,ДМФА,1.0706,0.4939,130,130,28.0,1
295,MOF-295(Al),160,0.314031984,16.55757575757576,0.7247437774524158,9.052,5.464,901.817,0.934031984,353.1,0.62,Al,BTC,ДМФА,1.0706,0.4939,130,130,28.0,1
296,MOF-296(Zn),130,0.15680784,29.18181818181818,0.411214953271028,4.52,9.63,373.0,0.17680784,9.0,0.0199999999999999,Zn,BDC,ДМФА,0.8917,0.4982,130,130,24.0,1
298,MOF-298(Cu)_200^^,110,0.36010296,39.87878787878788,0.3009118541033435,10.38,13.16,889.0,0.56010296,72.0,0.2,Cu,BTC,ДМФА,4.0028,2.0014,110,120,40.0,1
298,MOF-298-160(Cu),160,0.4527306,38.93939393939394,0.3081712062256809,13.05,12.85,1076.0,0.4827306,14.0,0.03,Cu,BTC,ДМФА,4.0028,2.0014,110,120,40.0,1
298,MOF-298-180(Cu),180,0.5221146,37.24242424242424,0.3222131814483321,15.05,12.29,1269.0,0.5721146,19.0,0.05,Cu,BTC,ДМФА,4.0028,2.0014,110,120,40.0,1
298,MOF-298,200,0.360033576,39.89393939393939,0.3007975693125712,10.378,13.165,889.337,0.559033576,71.531,0.199,Cu,BTC,ДМФА,4.0028,2.0014,110,120,40.0,1
298,MOF-298(120)-200,120,0.55819428,39.18181818181818,0.3062645011600929,16.09,12.93,1364.0,0.6081942800000001,19.0,0.05,Cu,BTC,ДМФА,4.0028,2.0014,110,120,40.0,1
299,MOF-299-305^^(Zr-BDC),110,0.44787372,18.81818181818182,0.6376811594202899,12.91,6.21,1038.0,0.82787372,94.4,0.3800000000000001,Zr,BDC,ДМФА,0.7699999999999999,0.4859599999999999,110,160,182.0,1
299,MOF-299-305(Zr-BDC),160,0.44804718,18.81818181818182,0.6376811594202899,12.915,6.21,1038.038,0.82504718,94.485,0.377,Zr,BDC,ДМФА,0.7699999999999999,0.4859599999999999,110,160,182.0,1
306,MOF-306(Al),140,0.54535824,15.60606060606061,0.7689320388349515,15.72,5.15,1590.0,1.23535824,486.0,0.6900000000000001,Al,BTC,ДМФА,1.0707,0.4937,140,110,28.0,1
307,MOF-307(Zn),140,0.1630524,37.96969696969697,0.3160415003990423,4.7,12.53,404.0,0.179,0.717,0.016,Zn,BDC,ДМФА,0.8918,0.4986,140,110,24.0,1
314,MOF-314(Zn),150,0.15680784,29.18181818181818,0.411214953271028,4.52,9.63,373.0,0.17680784,9.0,0.0199999999999999,Zn,BDC,ДМФА,0.8914,0.4985,150,150,24.0,1
318,MOF-318-319(Al),130,0.4544652,16.39393939393939,0.7319778188539741,13.1,5.41,1297.0,0.8144652,222.0,0.36,Al,BTC,ДМФА,1.0804,0.4915,130,150,28.0,1
319,MOF-318-319(Al),130,0.4544652,16.39393939393939,0.7319778188539741,13.1,5.41,1297.0,0.8144652,222.0,0.36,Al,BTC,ДМФА,1.0805,0.4916,130,150,28.0,1
326,MOF-326-180(Cu),180,0.46209744,38.45454545454545,0.3120567375886525,13.32,12.69,1130.0,0.53209744,33.0,0.07,Cu,BTC,ДМФА/Вода,4.0028,1.9992,120,130,60.0,2
326,MOF-CuBTC-326(200C),200,0.55368432,29.36363636363636,0.4086687306501549,15.96,9.69,1324.0,0.66368432,68.0,0.11,Cu,BTC,ДМФА/Вода,4.0028,1.9992,120,130,60.0,2
326,MOF-CuBTC-326(230C),230,0.4579344,49.90909090909091,0.2404371584699454,13.2,16.47,1140.0,0.5779344,52.0,0.1199999999999999,Cu,BTC,ДМФА/Вода,4.0028,1.9992,120,130,60.0,2
329,MOF-329-160(Cu),160,0.07146552,28.45454545454545,0.4217252396166135,2.06,9.39,171.0,0.12146552,26.0,0.0499999999999999,Cu,BTC,ДМФА/Вода,4.0011,2.0008,130,160,60.0,1
329,MOF-329-180(Cu),180,0.0485688,32.6060606060606,0.3680297397769517,1.4,10.76,120.0,0.0985688,20.0,0.05,Cu,BTC,ДМФА/Вода,4.0011,2.0008,130,160,60.0,1
330,MOF-330-200(Cu),200,0.21578424,35.90909090909091,0.3341772151898734,6.22,11.85,524.0,0.30578424,26.0,0.09,Cu,BTC,ДМСО,4.0044,2.0008,130,160,40.0,1
330,MOF-330-230(Cu),230,0.05516028,26.51515151515152,0.4525714285714286,1.59,8.75,133.0,0.118,19.606,0.063,Cu,BTC,ДМСО,4.0044,2.0008,130,160,40.0,1
331,MOF-331-160(Cu),160,0.37363284,36.81818181818182,0.3259259259259259,10.77,12.15,892.0,0.4136328399999999,18.0,0.0399999999999998,Cu,BTC,ДМФА,4.0056,2.0052,120,160,40.0,1
331,MOF-331-180(Cu),180,0.47077044,35.45454545454545,0.3384615384615385,13.57,11.7,1114.0,0.50077044,17.0,0.03,Cu,BTC,ДМФА,4.0056,2.0052,120,160,40.0,1
331,MOF-331-200(Cu),200,0.43677228,37.54545454545455,0.3196125907990315,12.59,12.39,1068.0,0.54677228,40.0,0.11,Cu,BTC,ДМФА,4.0056,2.0052,120,160,40.0,1
331,MOF-331-230(Cu),230,0.48360648,46.03030303030302,0.2606978275181041,13.94,15.19,1199.0,0.6236064800000001,43.0,0.1400000000000001,Cu,BTC,ДМФА,4.0056,2.0052,120,160,40.0,1
332,MOF-332-160(Cu),160,0.40901868,37.87878787878788,0.3168,11.79,12.5,967.0,0.43901868,17.0,0.0299999999999999,Cu,BTC,ДМФА,4.0053,2.0066,120,160,40.0,1
332,MOF-332-180(Cu),180,0.45932208,37.99999999999999,0.3157894736842106,13.24,12.54,1117.0,0.51932208,26.0,0.06,Cu,BTC,ДМФА,4.0053,2.0066,120,160,40.0,1
332,MOF-332-200(Cu),200,0.36530676,41.12121212121212,0.2918201915991157,10.53,13.57,902.0,0.5053067600000001,54.0,0.1400000000000001,Cu,BTC,ДМФА,4.0053,2.0066,120,160,40.0,1
332,MOF-332-230Reg(Cu),230,0.29418816,38.31515151515151,0.3131920278392914,8.48,12.644,721.098,0.52,63.0,0.23,Cu,BTC,ДМФА,4.0053,2.0066,120,160,40.0,1
334,MOF-334-200(Cu),200,0.42601776,37.78787878787879,0.3175621491579791,12.28,12.47,1034.0,0.47601776,17.0,0.0499999999999999,Cu,BTC,ДМФА,4.0046,2.0056,120,160,40.0,1
337,MOF-337-200(Cu),200,0.62827212,19.60606060606061,0.6120556414219475,18.11,6.47,1447.0,0.67827212,42.0,0.05,Cu,BTC,ДМФА,4.005,2.0065,110,160,40.0,1
337,MOF-337-210(Cu),210,0.0704247599999999,21.51515151515151,0.5577464788732395,2.03,7.1,166.0,0.23042476,42.0,0.16,Cu,BTC,ДМФА,4.005,2.0065,110,160,40.0,1
337,MOF-337(CuBTC)-145,145,0.337518468,37.58181818181818,0.3193033381712627,9.729,12.402,817.354,0.4315184679999999,62.908,0.0939999999999998,Cu,BTC,ДМФА,4.005,2.0065,110,160,40.0,1
343,MOF-343(Cu),200,0.66053568,22.33333333333333,0.5373134328358209,19.04,7.37,1530.0,0.69053568,24.0,0.03,Cu,BTC,ДМФА,4.0097,1.9998,110,110,40.0,1
343,MOF-343-130(Cu),130,0.47840268,36.45454545454545,0.3291770573566085,13.79,12.03,1145.0,0.52840268,23.0,0.0499999999999999,Cu,BTC,ДМФА,4.0097,1.9998,110,110,40.0,1
351,MOF-351(Zr)^^,130,0.57172416,16.39393939393939,0.7319778188539741,16.48,5.41,1333.0,1.23172416,148.0,0.6599999999999999,Zr,BDC,ДМФА,0.6839,1.063,130,160,64.0,1
351,MOF-351-180(Zr)^^,180,0.46972968,17.33333333333333,0.6923076923076924,13.54,5.72,1089.0,0.89972968,124.0,0.43,Zr,BDC,ДМФА,0.6839,1.063,130,160,64.0,1
351,MOF-351(ZrBDC),160,0.57189762,16.39696969696969,0.7318425429680282,16.485,5.411,1333.118,1.22689762,147.803,0.6549999999999999,Zr,BDC,ДМФА,0.6839,1.063,130,160,64.0,1
352,MOF-352+353(Al),160,0.300363336,17.66666666666666,0.679245283018868,8.658,5.83,759.022,0.5873633359999999,184.895,0.2869999999999999,Al,BTC,ДМФА,1.0706,0.4932,130,130,28.0,1
352,MOF-352+353^^,130,0.3000858,17.66666666666666,0.679245283018868,8.65,5.83,759.0,0.5900858,184.0,0.29,Al,BTC,ДМФА,1.0706,0.4932,130,130,28.0,1
354,MOF-354(Al)^^,130,0.2966166,17.18181818181818,0.6984126984126985,8.55,5.67,748.0,0.5466166,215.0,0.25,Al,BTC,ДМФА,1.0706,0.493,130,160,28.0,1
354,MOF-354(Al),160,0.296477832,17.1939393939394,0.6979203383856185,8.546,5.674,748.079,0.550477832,214.661,0.254,Al,BTC,ДМФА,1.0706,0.493,130,160,28.0,1
355,MOF-355(160C)(Zr)^^,160,0.46452588,18.12121212121212,0.6622073578595318,13.39,5.98,1112.0,1.08452588,247.0,0.6199999999999999,Zr,BDC,ДМФА,1.3788,2.1398,130,110,128.0,1
355,MOF-355(Zr)^^,130,0.51933924,16.27272727272727,0.7374301675977654,14.97,5.37,1501.0,2.09933924,770.0,1.58,Zr,BDC,ДМФА,1.3788,2.1398,130,110,128.0,1
358,MOF-358(Al)^^,130,0.46244436,15.63636363636364,0.7674418604651163,13.33,5.16,1257.0,0.93244436,318.0,0.47,Al,BTC,ДМФА,1.0746,0.4933,130,160,28.0,1
358,MOF-358(AlBTC),160,0.4624096680000001,15.64545454545454,0.7669959325973271,13.329,5.163,1257.462,0.924409668,318.414,0.4619999999999999,Al,BTC,ДМФА,1.0746,0.4933,130,160,28.0,1
365,MOF-365-220C(CuBTC)^^,220,0.6383327999999999,51.27272727272727,0.2340425531914894,18.4,16.92,1589.0,0.7183327999999999,21.0,0.0799999999999999,Cu,BTC,ДМФА,4.0003,2.0002,100,100,40.0,1
366,MOF-366-220C(CuBTC)^^,220,0.66469872,57.2121212121212,0.2097457627118644,19.16,18.88,1667.0,0.7446987199999999,22.0,0.0799999999999999,Cu,BTC,ДМФА,4.0001,2.0003,100,100,36.0,1
370,MOF-370-P-130C,130,0.36322524,38.36363636363636,0.3127962085308057,10.47,12.66,892.0,0.41322524,24.0,0.0499999999999999,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
370,MOF-370-P-160C,160,0.5307876,38.93939393939394,0.3081712062256809,15.3,12.85,1278.0,0.5607876,11.0,0.03,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
370,MOF-370-P-180C,180,0.35489916,39.90909090909091,0.3006833712984055,10.23,13.17,879.0,0.51489916,59.0,0.16,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
370,MOF-370-P-200C,200,0.66018876,52.51515151515151,0.2285054818234276,19.03,17.33,1660.0,0.74018876,20.0,0.0799999999999999,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
370,MOF-370-P-230C,230,0.65984184,60.6969696969697,0.1977034448327509,19.02,20.03,1688.0,0.74984184,21.0,0.0899999999999999,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
370,MOF-370-P-240C,240,0.5914986,56.81818181818181,0.2112,17.05,18.75,1498.0,0.6814986,23.0,0.0899999999999999,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
370,MOF-370-P-250C,250,0.0877707599999999,25.6060606060606,0.4686390532544379,2.53,8.45,229.0,0.24777076,54.0,0.16,Cu,BTC,ДМФА,16.0005,8.0015,100,100,128.0,1
382,MOF-382(Cu),110,0.44162916,35.48484848484848,0.3381725021349274,12.73,11.71,1051.0,0.46162916,5.2,0.0199999999999999,Cu,BTC,ДМФА,4.0005,2.0003,110,110,32.0,1
382,MOF-382(CuBTC)-150,150,0.408741144,38.69090909090909,0.3101503759398497,11.782,12.768,983.498,0.429741144,3.692,0.021,Cu,BTC,ДМФА,4.0005,2.0003,110,110,32.0,1
389,MOF-389(Cu)^^,120,0.320901,36.57575757575758,0.328086164043082,9.25,12.07,770.0,0.350901,7.0,0.03,Cu,BTC,ДМФА,20.0025,10.0018,120,110,160.0,1
393,MOF-393(Zr)^^,160,0.53703216,21.42424242424243,0.56011315417256,15.48,7.07,1268.0,0.57703216,9.0,0.04,Zr,BDC,ДМФА,1.5991,1.0291,110,110,96.0,1
394,MOF-394(CuBTC)^^,200,0.57866256,46.54545454545454,0.2578125000000001,16.68,15.36,1438.0,0.63866256,16.0,0.0599999999999999,Cu,BTC,ДМФА,8.0012,4.0008,110,110,64.0,1
398,MOF-398,250,0.407492232,36.1060606060606,0.3323541754091482,11.746,11.915,964.006,0.421492232,0.057,0.014,Cu,BTC,ДМФА,3.6317,2.1004,110,110,20.0,1
399,MOF-399,150,0.387613716,36.23636363636363,0.3311590566984446,11.173,11.958,914.288,0.401613716,0.061,0.014,Cu,BTC,ДМФА,3.6308,2.1009,110,110,24.0,1
402,MOF-402,150,0.485237004,35.83636363636364,0.334855403348554,13.987,11.826,1133.19,0.485237004,0.05,0.0,Cu,BTC,ДМФА/Этанол,4.0009,2.0005,110,130,32.0,1
407,MOF-407,120,0.3503892,34.51515151515152,0.3476733977172959,10.1,11.39,826.0,0.3503892,1.98,0.0,Cu,BTC,ДМСО,4.0008,2.0003,120,120,32.0,1
409,MOF-409,120,0.32402328,34.18181818181818,0.351063829787234,9.34,11.28,763.0,0.33402328,4.0,0.0099999999999999,Cu,BTC,ДМСО,4.0008,2.0006,120,120,32.0,1
410,MOF-410,120,0.16235856,37.48484848484848,0.3201293451899758,4.68,12.37,385.0,0.16635856,0.5,0.0039999999999999,Cu,BTC,ДМФА/Этанол/Вода,4.0003,2.0009,120,120,30.0,1
414,MOF-414,300,0.09071958,30.06666666666667,0.3991130820399113,2.615,9.922,214.315,0.09971958,0.013,0.0089999999999999,Cu,BTC,ДМФА,4.0009,2.0005,120,110,32.0,1
415,MOF-415,300,0.208013232,30.4,0.3947368421052632,5.996,10.032,495.797,0.229013232,0.019,0.021,Cu,BTC,ДМФА,4.0001,2.0009,120,110,32.0,1
416,MOF-416,300,0.399859992,37.66666666666666,0.3185840707964602,11.526,12.43,941.586,0.405859992,0.04,0.006,Cu,BTC,ДМФА,4.0004,2.0007,120,110,32.0,1
417,MOF-417,110,0.379426404,35.13030303030303,0.3415854394893471,10.937,11.593,900.0,0.390426404,0.04,0.011,Cu,BTC,ДМФА,4.003,2.0004,110,110,32.0,1
418,MOF-418,110,0.342652884,37.66363636363636,0.3186097031136857,9.877,12.429,810.0,0.3496528840000001,0.04,0.0070000000000001,Cu,BTC,ДМФА,4.0008,2.0007,110,110,32.0,1
419,MOF-419,110,0.345913932,41.43333333333333,0.2896218825422365,9.971,13.673,840.0,0.361913932,0.1,0.016,Cu,BTC,ДМФА,4.0002,2.0008,110,110,32.0,1
420,MOF-420,110,0.33581856,38.75757575757575,0.3096168881939015,9.68,12.79,813.0,0.35581856,12.0,0.02,Cu,BTC,ДМФА,4.0004,2.0009,110,110,32.0,1
421,MOF-421,110,0.23625252,44.6969696969697,0.2684745762711864,6.81,14.75,547.0,0.26625252,18.0,0.03,Cu,BTC,ДМФА,4.0007,2.0003,110,110,32.0,1
422,MOF-422,110,0.27267912,61.15151515151515,0.1962338949454906,7.86,20.18,688.0,0.32267912,14.0,0.0499999999999999,Cu,BTC,ДМФА,4.0008,2.0002,110,110,32.0,1
424,MOF-424,130,0.43607844,15.06060606060606,0.7967806841046279,12.57,4.97,1000.0,0.52607844,940.0,0.09,Al,BTC,ДМФА,3.2108,1.4797,130,130,84.0,1
425,MOF-425,160,0.52835916,12.64545454545454,0.9489575844716032,15.23,4.173,1132.235,0.5653591600000001,1142.406,0.037,Al,BTC,ДМФА,4.282,1.9734,130,130,112.0,1
425,mof-425,130,0.52835916,12.63636363636363,0.9496402877697844,15.23,4.17,1130.0,0.5683591600000001,1140.0,0.04,Al,BTC,ДМФА,4.282,1.9734,130,130,112.0,1
426,MOF-426,150,0.300536796,32.74242424242424,0.3664969921332716,8.663,10.805,710.0,0.306536796,0.04,0.006,Cu,BTC,ДМФА,16.0016,8.0021,110,110,128.0,1
426,MOF-426Cu-BTC,130,0.29800428,33.48484848484848,0.3583710407239819,8.59,11.05,710.0,0.30800428,0.04,0.01,Cu,BTC,ДМФА,16.0016,8.0021,110,110,128.0,1
427,MOF-427,110,0.31170762,33.77272727272727,0.3553162853297443,8.985,11.145,730.0,0.31570762,0.04,0.004,Cu,BTC,ДМФА,12.0005,6.0005,110,110,96.0,1
427,MOF-427Cu-BTC,130,0.31170762,35.76969696969697,0.3354794984750932,8.985,11.804,734.285,0.31470762,0.112,0.003,Cu,BTC,ДМФА,12.0005,6.0005,110,110,96.0,1
428,MOF-428,110,0.39479496,38.82727272727273,0.3090611098103488,11.38,12.813,940.0,0.40579496,0.05,0.011,Cu,BTC,ДМФА,12.0014,6.0013,110,110,96.0,1
428,MOF-428Cu-BTC,130,0.39479496,38.81818181818182,0.3091334894613583,11.38,12.81,940.0,0.40479496,0.05,0.01,Cu,BTC,ДМФА,12.0014,6.0013,110,110,96.0,1
429,MOF-429,180,0.51500274,35.43939393939394,0.3386062419837538,14.845,11.695,1224.496,0.52900274,0.05,0.014,Cu,BTC,ДМФА,12.0006,6.0004,110,110,96.0,1
429,MOF-429Cu-BTC,160,0.3954888,34.66666666666666,0.3461538461538462,11.4,11.44,930.0,0.4054888,0.06,0.01,Cu,BTC,ДМФА,12.0006,6.0004,110,110,96.0,1
430,MOF-430,130,0.44336376,37.26363636363637,0.3220297633569163,12.78,12.297,1060.0,0.45836376,0.015,0.015,Cu,BTC,ДМФА,12.0015,6.0015,110,110,96.0,1
437,MOF-437,130,0.296651292,18.81818181818182,0.6376811594202899,8.551,6.21,728.081,0.371651292,0.146,0.075,Al,BTB,ДМФА,0.4007,0.1906,150,150,30.0,1
439,MOF-439,150,0.554343468,25.78181818181818,0.4654442877291961,15.979,8.508,1220.0,0.572343468,0.137,0.018,Al,BDC,ДМФА,1.2509,0.5001,150,110,30.0,1
440,MOF-440-443,160,0.476564004,39.89393939393939,0.3007975693125712,13.737,13.165,1130.0,0.505564004,17.527,0.029,Cu,BTC,ДМФА,12.0013,6.0017,110,110,96.0,1
446,MOF-446,160,0.527457168,15.91515151515151,0.753998476770754,15.204,5.252,1200.0,0.527457168,2.09,0.0,Zr,BDC,ДМФА,2.146,1.3871,130,130,128.0,1
446,MOF-446-180,180,0.522530904,16.32424242424242,0.7351030258028589,15.062,5.387,1200.0,0.772530904,0.01,0.25,Zr,BDC,ДМФА,2.146,1.3871,130,130,128.0,1
449,MOF-449Al-BDC,150,0.5689487999999999,26.87878787878788,0.4464487034949268,16.4,8.87,1330.0,0.6289487999999999,0.16,0.0599999999999999,Zr,BDC,ДМФА,2.1459,1.3832,130,130,128.0,1
456,MOF-456,160,0.473441724,13.56363636363636,0.8847184986595175,13.647,4.476,1060.976,0.485441724,914.366,0.012,Al,BTC,ДМФА,5.3656,2.4631,130,130,140.0,1
460,MOF-460,160,0.5654796000000001,11.09090909090909,1.081967213114754,16.3,3.66,1250.0,0.7954796000000001,1450.0,0.23,Al,BTC,ДМФА,5.365399999999999,2.4679,140,140,140.0,1
463,MOF-463(Al-BTTC),160,0.5012994,12.6969696969697,0.9451073985680192,14.45,4.19,1120.0,0.8312994,1380.0,0.3300000000000001,Al,BTC,ДМФА,5.3635,2.4648,140,140,140.0,1
467,MOF-467,160,0.364161924,13.93333333333333,0.861244019138756,10.497,4.598,824.389,0.411161924,378.785,0.0469999999999999,Al,BTC,ДМФА,5.3269,2.4651,140,110,28.0,1
